0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
1.31441038005,0.0,0.0,2.39018575311,0.0,0.0,0.0,2.40578092674,0.0,3.38722175138,2.27289273962,1.90094066547,0.0169387318884,2.00659376191,2.11795580727,0.0
1.97161557008,0.0,0.0,2.39018575311,0.0,2.40096933449,0.0,0.0,0.0,4.03328584564,3.24097668427,3.42169319785,0.525100688541,2.67545834921,2.11795580727,0.0
2.76026179811,0.0,0.0,0.0,2.12134686321,0.0,0.0,0.0,2.12134686321,2.60271535119,2.18871152704,2.66131693166,2.00723972878,2.67545834921,0.0,2.11795580727
1.31441038005,0.0,2.41378252109,0.0,0.0,0.0,0.0,2.40578092674,0.0,3.29492688077,2.27289273962,0.380188133095,1.07560947491,2.00659376191,2.11795580727,0.0
2.10305660808,0.0,0.0,2.39018575311,0.0,0.0,0.0,2.40578092674,0.0,3.81177815618,1.97825849559,0.380188133095,0.686018641481,1.33772917461,2.11795580727,0.0
3.68034906414,0.0,0.0,0.0,2.12134686321,0.0,0.0,0.0,2.12134686321,2.20584740757,0.715540306916,2.66131693166,2.00723972878,2.67545834921,0.0,2.11795580727
1.44585141806,0.0,0.0,2.39018575311,0.0,0.0,2.40927677199,0.0,0.0,0.28611409889,2.27289273962,2.66131693166,2.29519817088,2.00659376191,0.0,2.11795580727
1.84017453207,0.0,0.0,2.39018575311,0.0,0.0,2.40927677199,0.0,0.0,3.2395499584,3.45142971571,0.380188133095,0.245611612382,2.67545834921,0.0,2.11795580727
3.15458491212,0.0,0.0,0.0,2.12134686321,0.0,0.0,0.0,2.12134686321,1.87358587338,1.01017455094,2.66131693166,2.00723972878,2.67545834921,0.0,2.11795580727
1.44585141806,2.4124065652,0.0,0.0,0.0,0.0,0.0,2.40578092674,0.0,3.69179482439,2.27289273962,0.380188133095,1.15183376841,0.0,2.11795580727,0.0
1.97161557008,0.0,0.0,2.39018575311,0.0,0.0,2.40927677199,0.0,0.0,4.05174481977,0.673449700627,3.42169319785,3.30305271824,0.0,0.0,2.11795580727
3.54890802614,0.0,0.0,0.0,2.12134686321,0.0,0.0,0.0,2.12134686321,2.39043714879,0.168362425157,2.66131693166,2.00723972878,2.67545834921,0.0,2.11795580727
0.788646228031,2.4124065652,0.0,0.0,0.0,0.0,0.0,2.40578092674,0.0,3.32261534195,2.27289273962,3.04150506476,3.09131856964,2.67545834921,0.0,2.11795580727
2.10305660808,2.4124065652,0.0,0.0,0.0,2.40096933449,0.0,0.0,0.0,0.692211529573,2.23080213333,1.14056439928,0.32183590588,2.00659376191,0.0,2.11795580727
3.15458491212,0.0,0.0,0.0,2.12134686321,0.0,0.0,0.0,2.12134686321,2.23353586875,0.210453031446,2.66131693166,2.00723972878,2.67545834921,0.0,2.11795580727
0.131441038005,0.0,0.0,2.39018575311,0.0,0.0,0.0,2.40578092674,0.0,3.74717174675,2.27289273962,3.42169319785,0.609794347983,0.668864587304,0.0,2.11795580727
2.10305660808,0.0,0.0,2.39018575311,0.0,2.40096933449,0.0,0.0,0.0,3.90407302679,0.715540306916,2.28112879857,0.330305271824,1.33772917461,0.0,2.11795580727
2.89170283611,0.0,0.0,0.0,2.12134686321,0.0,0.0,0.0,2.12134686321,1.99356920517,3.95651699118,2.66131693166,2.00723972878,2.67545834921,0.0,2.11795580727
1.18296934205,2.4124065652,0.0,0.0,0.0,2.40096933449,0.0,0.0,0.0,4.02405635858,2.27289273962,1.14056439928,1.56683269968,1.33772917461,0.0,2.11795580727
2.10305660808,2.4124065652,0.0,0.0,0.0,0.0,0.0,2.40578092674,0.0,4.07943328095,2.7358894088,2.28112879857,0.990915815472,2.00659376191,2.11795580727,0.0
3.28602595013,0.0,0.0,0.0,2.12134686321,0.0,0.0,0.0,2.12134686321,2.6488627865,1.01017455094,2.66131693166,2.00723972878,2.67545834921,0.0,2.11795580727
0.131441038005,0.0,2.41378252109,0.0,0.0,0.0,0.0,2.40578092674,0.0,3.36876277725,2.27289273962,1.90094066547,1.43979221052,2.67545834921,0.0,2.11795580727
